t,cr,cm,pct,truth
18600,515,528,20,63
18650,542,529,18,79
18700,542,531,16,88
18750,524,532,14,88
18800,534,533,13,79
18850,534,532,13,63
18900,540,532,15,46
18950,540,530,17,32
19000,539,529,20,28
19050,539,528,22,35
19100,514,528,22,52
19150,514,529,21,76
19200,536,531,18,98
19250,536,534,14,112
19300,536,536,10,116
19350,536,537,7,109
19400,529,537,6,94
19450,529,536,7,73
19500,521,534,9,53
19550,521,532,13,39
19600,541,530,16,34
19650,519,529,19,39
19700,519,528,20,54
19750,537,529,19,70
19800,537,530,17,84
19850,526,531,15,89
19900,526,533,14,85
19950,539,533,13,73
20000,539,532,14,56
20050,553,531,16,39
20100,553,530,19,29
20150,522,529,21,29
20200,522,528,22,41
20250,530,528,22,62
20300,530,530,20,85
20350,523,532,16,105
20400,527,534,12,116
20450,527,536,9,115
20500,531,537,7,104
20550,531,537,6,85
20600,540,535,8,65
20650,540,533,11,46
20700,527,531,14,35
20750,527,529,17,35
20800,522,528,19,45
20850,522,528,20,61
20900,516,529,19,77
20950,516,531,17,87
21000,542,532,14,88
21050,542,533,13,80
21100,538,533,13,66
21150,538,532,14,48
21200,544,530,17,34
21250,525,529,20,28
21300,525,528,22,33
21350,523,528,22,49
21400,523,529,21,72
21450,521,531,18,95
21500,521,533,14,111
21550,526,535,10,117
21600,526,537,8,111
21650,546,537,6,97
21700,546,537,7,77
21750,523,535,9,56
21800,523,532,12,40
21850,515,530,16,34
21900,515,528,18,38
21950,516,528,20,51
22000,526,528,19,68
22050,526,530,18,82
22100,537,532,16,89
22150,537,532,14,86
22200,525,533,13,75
22250,525,532,14,58
22300,543,531,15,42
22350,543,530,18,30
22400,528,528,21,28
22450,528,527,22,39
22500,525,528,22,58
22550,525,530,20,82
22600,532,532,17,103
22650,532,534,13,115
22700,532,536,9,116
22750,532,537,7,106
22800,535,537,6,88
22850,533,536,8,68
22900,533,534,10,49
22950,539,531,14,36
23000,539,529,17,34
23050,531,528,19,43
23100,531,529,20,58
23150,539,529,19,75
23200,539,530,17,86
23250,531,532,15,89
23300,531,533,13,82
23350,533,533,13,68
23400,533,532,14,51
23450,538,530,17,36
23500,538,529,19,28
23550,517,528,22,31
23600,522,528,22,46
23650,522,528,21,68
23700,543,531,19,92
23750,543,533,15,109
23800,542,535,11,116
23850,542,537,8,113
23900,530,537,6,99
23950,530,537,7,80
24000,533,535,9,59
24050,533,533,12,42
24100,521,530,15,34
24150,521,528,18,37
24200,534,528,20,49
24250,534,529,20,65
24300,519,530,18,80
24350,537,531,16,88
24400,537,533,14,87
24450,540,533,13,77
24500,540,533,13,61
24550,520,531,15,44
24600,520,530,18,31
24650,510,528,20,28
24700,510,528,22,36
24750,550,527,22,55
24800,550,529,21,79
24850,525,532,17,100
24900,525,534,13,114
24950,522,536,9,116
25000,522,537,7,108
25050,560,537,6,91
25100,560,536,7,71
25150,549,534,10,51
25200,533,532,13,38
25250,533,530,17,34
25300,527,528,19,41
25350,527,528,20,56
25400,505,529,19,72
25450,505,531,17,85
25500,524,532,15,89
25550,524,533,13,84
25600,541,533,13,70
25650,541,532,14,53
25700,525,531,16,38
25750,525,529,19,28
25800,530,528,21,30
25850,530,528,22,43
25900,533,529,22,65
25950,543,530,19,88
26000,543,533,16,107
26050,522,535,12,116
26100,522,537,8,114
26150,547,538,6,102
26200,547,537,6,83
26250,540,535,8,62
26300,540,533,11,44
26350,543,531,15,35
26400,543,529,18,36
26450,528,528,20,47
26500,528,528,20,63
26550,527,530,18,79
26600,527,531,16,88
26650,525,532,14,88
26700,525,533,13,79
26750,524,533,13,63
26800,527,531,15,46
26850,527,530,17,33
26900,536,529,20,28
26950,536,528,22,34
27000,526,528,22,52
27050,526,529,21,75
27100,524,531,18,97
27150,524,534,14,112
27200,543,536,10,116
27250,543,537,7,110
27300,523,537,6,94
27350,523,536,7,74
27400,528,534,9,54
27450,528,532,13,39
27500,543,530,16,34
27550,523,528,19,39
27600,523,528,20,53
27650,526,529,19,70
27700,526,530,18,84
27750,525,531,15,89
27800,525,532,14,85
27850,532,533,13,73
27900,532,532,14,56
27950,543,531,16,40
28000,543,530,18,29
28050,520,528,21,29
28100,520,528,22,41
28150,536,528,22,61
28200,536,530,20,85
28250,512,533,16,105
28300,512,535,12,115
28350,528,537,9,115
28400,537,537,7,104
28450,537,537,6,86
28500,550,536,8,65
28550,550,533,11,47
28600,514,531,14,35
28650,514,529,17,35
28700,543,528,19,44
28750,543,528,20,60
28800,533,529,19,77
28850,533,531,17,87
28900,522,532,14,88
28950,522,533,13,81
29000,521,533,13,66
29050,521,532,14,49
29100,527,530,17,34
29150,521,529,20,28
29200,521,528,22,33
29250,524,528,22,49
29300,524,529,21,71
29350,508,531,18,94
29400,508,533,14,111
29450,516,535,11,117
29500,516,537,8,111
29550,522,538,6,97
29600,522,536,7,77
29650,529,535,9,57
29700,529,533,12,41
29750,521,530,16,34
29800,521,529,18,38
29850,522,528,20,51
29900,521,529,19,68
29950,521,530,18,82
30000,525,531,16,89
30050,525,533,14,86
30100,550,533,13,75
30150,550,533,14,59
30200,530,531,15,42
30250,530,530,18,30
30300,530,528,21,28
30350,530,528,22,38
30400,529,528,22,58
30450,529,530,20,82
30500,520,532,17,102
30550,520,535,13,115
30600,528,537,9,116
30650,528,538,7,106
30700,531,536,6,89
30750,533,536,7,68
30800,533,533,10,49
30850,544,531,14,36
30900,544,529,17,34
30950,514,528,19,42
31000,514,528,20,58
31050,544,530,19,74
31100,544,530,17,86
31150,509,532,15,89
31200,509,533,13,82
31250,532,533,13,68
31300,532,532,14,51
31350,548,531,16,36
31400,548,529,19,28
31450,520,528,21,31
31500,527,528,22,46
31550,527,528,22,68
31600,539,531,19,91
31650,539,533,15,109
31700,522,535,11,116
31750,522,537,8,113
31800,527,537,6,100
31850,527,536,7,80
31900,528,535,8,59
31950,528,533,12,43
32000,548,530,15,34
32050,548,529,18,37
32100,524,528,20,48
32150,524,528,20,65
32200,534,530,18,80
32250,539,531,16,88
32300,539,533,14,87
32350,520,533,13,77
32400,520,532,13,61
32450,524,531,15,44
32500,524,530,18,31
32550,550,528,20,28
32600,550,528,22,36
32650,536,528,22,55
32700,536,529,21,78
32750,527,531,17,100
32800,527,534,13,113
32850,538,536,10,116
32900,538,537,7,108
32950,530,537,6,92
33000,530,536,7,71
33050,534,534,10,51
33100,520,532,13,38
33150,520,529,17,34
33200,524,528,19,41
33250,524,528,20,55
33300,520,529,19,72
33350,520,530,17,85
33400,532,532,15,89
33450,532,533,13,84
33500,537,533,13,71
33550,537,532,14,54
33600,554,531,16,38
33650,554,529,19,29
33700,535,528,21,30
33750,535,528,22,43
33800,532,528,22,64
33850,532,530,19,88
33900,512,533,16,107
33950,534,535,12,116
34000,534,537,8,114
34050,539,537,6,102
34100,539,537,6,83
34150,535,536,8,62
34200,535,533,11,45
34250,533,531,15,35
34300,533,529,18,36
34350,525,528,20,46
34400,525,528,20,63
34450,529,529,18,78
34500,529,531,16,88
34550,540,532,14,88
34600,540,533,13,79
34650,531,533,13,64
34700,528,531,15,47
34750,528,530,17,33
34800,554,529,20,28
34850,554,527,22,34
34900,515,528,22,51
34950,515,529,21,75
35000,525,531,18,97
35050,525,533,14,112
35100,529,536,10,116
35150,529,537,7,110
35200,531,537,6,95
35250,531,536,7,74
35300,531,534,9,54
35350,531,532,13,39
35400,531,530,16,34
35450,526,529,19,39
35500,526,528,20,53
35550,541,529,19,70
35600,541,530,18,83
35650,540,531,15,89
35700,540,532,14,85
35750,533,533,13,73
35800,533,532,14,56
35850,529,531,16,40
35900,529,530,18,29
35950,518,528,21,29
36000,518,527,22,40
36050,510,528,22,61
36100,510,530,20,85
36150,520,532,16,104
36200,520,535,12,115
36250,525,536,9,115
36300,547,537,7,104
36350,547,537,6,86
36400,530,536,8,65
36450,530,533,11,47
36500,535,531,14,36
36550,535,529,17,35
36600,538,528,19,44
36650,538,528,20,60
36700,532,529,19,76
36750,532,530,17,87
36800,550,532,15,89
36850,550,532,13,81
36900,514,533,13,66
36950,514,531,14,49
37000,518,530,17,34
37050,538,529,20,28
37100,538,528,22,32
37150,535,528,22,48
37200,535,529,21,71
37250,531,531,18,94
37300,531,533,14,110
37350,531,535,11,117
37400,531,537,8,112
37450,536,537,6,97
37500,536,537,7,77
37550,525,534,9,57
37600,525,533,12,41
37650,525,531,16,34
37700,525,529,18,38
37750,522,528,20,50
37800,531,529,19,67
37850,531,530,18,82
37900,513,532,16,89
37950,513,533,14,86
38000,544,533,13,75
38050,544,532,13,59
38100,540,531,15,42
38150,540,529,18,30
38200,512,528,21,28
38250,512,528,22,38
38300,527,528,22,57
38350,527,530,20,81
38400,534,532,17,102
38450,534,534,13,114
38500,523,536,9,116
38550,523,537,7,106
38600,525,537,6,89
38650,535,536,7,69
38700,535,534,10,49
38750,540,531,14,37
38800,540,530,17,34
38850,543,528,19,42
38900,543,528,20,57
38950,526,529,19,74
39000,526,531,17,86
39050,524,532,15,89
39100,524,532,13,83
39150,520,533,13,69
39200,520,532,14,52
39250,521,531,16,36
39300,521,529,19,28
39350,526,528,21,31
39400,527,528,22,45
39450,527,528,22,67
39500,541,530,19,91
39550,541,533,15,109
39600,536,535,11,116
39650,536,537,8,113
39700,535,537,6,100
39750,535,536,7,81
39800,543,535,8,60
39850,543,533,12,43
39900,548,530,15,34
39950,548,529,18,36
40000,536,528,20,48
40050,536,528,20,65
40100,533,530,18,80
40150,533,531,16,88
40200,550,532,14,87
40250,514,533,13,77
40300,514,533,13,62
40350,521,531,15,44
40400,521,530,18,32
40450,522,529,20,28
40500,522,528,22,36
40550,534,528,22,54
40600,534,529,21,78
40650,509,532,17,99
40700,509,534,13,113
40750,543,536,10,116
40800,543,537,7,108
40850,541,537,6,92
40900,541,536,7,72
40950,521,534,10,52
41000,531,532,13,38
41050,531,530,16,34
41100,541,528,19,40
41150,541,528,20,55
41200,526,529,19,72
41250,526,530,17,85
41300,530,532,15,89
41350,530,533,13,84
41400,539,533,13,71
41450,539,532,14,54
41500,533,531,16,38
41550,533,529,19,29
41600,541,528,21,30
41650,541,528,22,43
41700,516,528,22,64
41750,516,530,19,87
41800,526,533,16,106
41850,540,535,12,116
41900,540,536,8,114
41950,532,537,6,102
42000,532,537,6,84
42050,550,535,8,63
42100,550,533,11,45
42150,532,531,15,35
42200,532,529,18,35
42250,537,528,20,46
42300,537,528,20,62
42350,521,530,18,78
42400,521,531,16,88
42450,545,532,14,88
42500,545,533,13,79
42550,523,533,13,64
42600,527,531,15,47
42650,527,530,17,33
42700,530,529,20,28
42750,530,528,22,34
42800,524,528,22,51
42850,524,529,21,74
42900,529,531,18,96
42950,529,533,14,112
43000,530,536,10,116
43050,530,537,7,110
43100,532,537,6,95
43150,532,536,7,75
43200,537,534,9,55
43250,537,532,13,39
43300,542,529,16,34
43350,518,528,19,39
43400,518,528,20,53
43450,527,529,19,69
43500,527,530,18,83
43550,519,531,15,89
43600,519,533,14,85
43650,538,533,13,73
43700,538,532,14,57
43750,533,531,16,40
43800,533,529,18,29
43850,533,528,21,29
43900,533,528,22,40
43950,533,528,22,60
44000,533,530,20,84
44050,537,532,16,104
44100,537,535,12,115
44150,523,537,9,115
44200,543,537,7,105
44250,543,537,6,87
44300,540,536,8,66
44350,540,534,11,47
44400,538,531,14,36
44450,538,529,17,35
44500,524,528,19,44
44550,524,528,20,60
44600,527,530,19,76
44650,527,531,17,87
44700,544,532,15,89
44750,544,533,13,81
44800,534,533,13,67
44850,534,532,14,49
44900,533,531,17,35
44950,528,529,19,28
45000,528,528,22,32
0,0,524,0,232
50,0,525,0,284
100,527,527,0,310
150,527,528,0,305
200,520,530,0,271
250,520,531,0,218
300,530,532,0,160
350,530,532,0,111
400,515,531,0,83
450,515,531,0,82
500,528,531,0,105
550,528,531,0,143
600,522,531,0,182
650,522,533,0,206
700,553,533,0,209
750,553,534,0,188
800,553,535,0,151
850,555,534,0,109
900,555,534,0,75
950,527,534,0,62
1000,527,533,0,76
1050,539,533,0,116
1100,539,533,0,170
1150,546,534,0,225
1200,546,535,0,263
1250,539,536,0,275
1300,539,537,0,258
1350,544,538,0,218
1400,544,539,0,167
1450,540,540,0,117
1500,542,539,0,83
1550,542,539,0,71
1600,535,538,0,83
1650,535,539,0,114
1700,538,539,0,150
1750,538,539,0,179
1800,547,540,0,190
1850,547,540,0,179
1900,543,541,0,149
1950,543,541,0,111
2000,544,541,0,77
2050,544,540,0,58
2100,539,540,0,63
2150,530,539,0,93
2200,530,539,0,141
2250,525,540,0,193
2300,525,540,0,234
2350,542,541,0,252
2400,542,543,0,243
2450,542,544,0,211
2500,542,545,0,164
2550,538,544,0,117
2600,538,544,0,82
2650,542,544,0,66
2700,542,544,0,74
2750,537,543,0,100
2800,538,543,0,134
2850,538,543,0,164
2900,556,544,0,177
2950,556,544,0,170
3000,560,545,0,144
3050,560,545,0,109
3100,543,545,0,75
3150,543,544,0,55
3200,533,543,0,58
3250,533,543,0,84
3300,532,543,0,128
3350,539,543,0,178
3400,539,544,0,219
3450,533,545,0,238
3500,533,546,0,232
3550,561,547,0,202
3600,561,547,0,159
3650,531,547,0,114
3700,531,548,0,79
3750,537,547,0,63
3800,537,546,0,70
3850,544,546,0,94
3900,555,546,0,127
3950,555,546,0,156
4000,558,546,0,169
4050,558,547,0,163
4100,528,547,0,138
4150,528,547,0,104
4200,543,547,0,72
4250,543,546,0,53
4300,549,546,0,55
4350,549,545,0,81
4400,552,545,0,125
4450,558,545,0,173
4500,558,545,0,212
4550,558,547,0,230
4600,558,548,0,223
4650,548,549,0,194
4700,548,549,0,151
4750,563,549,0,108
4800,563,549,0,75
4850,555,548,0,61
4900,555,548,0,68
4950,544,548,0,93
5000,558,547,0,126
5050,558,548,0,153
5100,544,548,0,165
5150,544,548,0,157
5200,535,548,0,132
5250,535,549,0,99
5300,539,548,0,68
5350,539,548,0,51
5400,543,547,0,55
5450,535,547,0,82
5500,535,547,0,126
5550,543,547,0,173
5600,543,547,0,210
5650,530,548,0,225
5700,530,549,0,216
5750,536,550,0,186
5800,536,550,0,144
5850,555,550,0,102
5900,555,550,0,71
5950,553,549,0,59
6000,553,549,0,69
6050,553,549,0,95
6100,566,548,0,127
6150,566,549,0,152
6200,558,549,0,162
6250,558,549,0,152
6300,535,549,0,126
6350,535,550,0,93
6400,556,549,0,64
6450,556,549,0,49
6500,538,548,0,57
6550,551,547,0,86
6600,551,548,0,130
6650,551,548,0,176
6700,551,548,0,210
6750,550,549,0,222
6800,550,550,0,210
6850,548,551,0,178
6900,548,551,0,136
6950,547,551,0,95
7000,558,550,0,67
7050,558,550,0,59
7100,539,549,0,71
7150,539,549,0,98
7200,536,549,0,130
7250,536,549,0,153
7300,549,550,0,160
7350,549,550,0,147
7400,557,550,0,120
7450,557,550,0,87
7500,547,549,0,60
7550,535,549,0,49
7600,535,548,0,59
7650,529,548,0,91
7700,529,548,0,136
7750,541,548,0,181
7800,541,549,0,212
7850,530,550,0,220
7900,530,551,0,204
7950,551,551,0,170
8000,540,551,0,127
8050,540,551,0,89
8100,546,550,0,64
8150,546,550,0,59
8200,547,550,0,75
8250,547,549,0,104
8300,550,549,0,135
8350,550,549,0,156
8400,526,549,0,160
8450,526,549,0,146
8500,550,549,0,117
8550,536,548,0,84
8600,536,548,0,58
8650,539,547,0,50
8700,539,546,0,65
8750,556,545,0,102
8800,556,545,0,150
8850,542,545,0,197
8900,542,545,0,228
8950,559,546,0,235
9000,559,546,0,217
9050,535,546,0,180
9100,553,546,0,135
9150,553,546,0,95
9200,541,544,0,70
9250,541,544,0,67
9300,551,542,0,86
9350,551,542,0,120
9400,545,541,0,156
9450,545,541,0,181
9500,542,540,0,187
9550,542,540,0,171
9600,532,540,0,139
9650,529,539,0,101
9700,529,538,0,71
9750,537,536,0,60
9800,537,535,0,75
9850,545,534,0,116
9900,545,533,0,173
9950,519,532,0,231
10000,519,533,0,273
10050,544,533,0,289
10100,544,533,0,275
10150,538,533,0,236
10200,538,533,0,184
10250,527,532,0,132
10300,527,531,0,95
10350,546,530,0,82
10400,527,528,0,95
10450,527,527,0,131
10500,510,526,0,176
10550,510,525,0,215
10600,526,525,0,235
10650,526,524,0,230
10700,523,523,1,201
10750,523,523,2,157
10800,528,522,4,112
10850,528,520,7,82
10900,520,518,10,78
10950,520,517,14,106
11000,518,516,16,161
11050,518,516,18,231
11100,515,516,19,297
11150,515,517,19,342
11200,520,518,18,354
11250,520,519,18,331
11300,538,519,18,282
11350,538,519,19,219
11400,526,519,20,158
11450,526,517,23,113
11500,524,516,25,96
11550,521,516,28,110
11600,521,515,31,147
11650,522,515,33,196
11700,522,514,35,240
11750,518,515,35,263
11800,518,515,36,259
11850,510,516,37,229
11900,510,516,38,182
11950,521,515,40,131
12000,521,515,43,93
12050,512,514,46,81
12100,512,513,49,101
12150,522,513,51,151
12200,522,513,53,220
12250,504,514,53,289
12300,504,515,53,340
12350,514,516,52,359
12400,514,518,50,344
12450,503,519,49,299
12500,503,520,49,237
12550,519,519,50,173
12600,519,519,51,122
12650,506,518,53,96
12700,506,517,55,101
12750,506,517,57,132
12800,506,516,59,178
12850,509,517,60,223
12900,509,518,60,252
12950,526,518,60,254
13000,526,519,60,230
13050,506,518,60,187
13100,521,518,61,137
13150,521,518,63,96
13200,520,517,66,78
13250,520,516,68,90
13300,519,516,70,134
13350,519,516,71,198
13400,513,516,72,266
13450,513,517,71,320
13500,516,520,70,345
13550,516,520,68,336
13600,531,521,67,297
13650,531,522,66,239
13700,529,522,66,176
13750,529,522,67,124
13800,510,521,69,95
13850,510,520,71,96
13900,525,519,73,123
13950,525,519,74,167
14000,524,519,75,213
14050,524,519,75,244
14100,524,520,75,250
14150,524,520,75,230
14200,520,521,75,189
14250,520,520,76,140
14300,520,519,78,98
14350,520,518,80,77
14400,522,518,83,86
14450,517,517,85,127
14500,517,517,86,189
14550,529,517,87,257
14600,529,518,86,313
14650,511,519,85,342
14700,511,521,83,337
14750,519,522,82,301
14800,519,522,82,244
14850,509,522,82,182
14900,509,522,83,128
14950,524,521,85,97
15000,524,520,87,95
15050,511,519,89,120
15100,511,519,90,163
15150,527,519,91,209
15200,527,519,92,242
15250,523,519,92,252
15300,523,520,92,234
15350,508,520,92,194
15400,508,520,93,146
15450,513,519,95,102
15500,513,518,97,78
15550,511,517,100,84
15600,511,516,100,122
15650,521,516,100,183
15700,521,516,100,253
15750,530,517,100,312
15800,531,518,99,345
15850,531,520,98,344
15900,497,521,97,311
15950,497,521,97,255
16000,521,521,97,192
16050,521,521,98,136
16100,522,520,100,101
16150,522,519,100,95
16200,518,518,100,117
16250,518,517,100,160
16300,509,517,100,208
16350,509,517,100,244
16400,514,517,100,257
16450,514,518,100,243
16500,514,518,100,206
16550,514,518,100,157
16600,518,517,100,110
16650,518,516,100,82
16700,517,515,100,83
16750,517,514,100,117
16800,522,514,100,177
16850,522,514,100,248
16900,507,514,100,312
16950,507,515,100,352
17000,509,516,100,358
17050,509,518,100,330
17100,506,518,100,276
17150,512,519,100,211
17200,512,518,100,150
17250,515,518,100,109
17300,515,517,100,96
17350,536,516,100,113
17400,536,515,100,153
17450,514,515,100,202
17500,514,515,100,243
17550,513,516,100,262
17600,513,516,100,255
17650,514,516,100,221
17700,514,516,100,173
17750,510,516,100,124
17800,510,515,100,89
17850,498,513,100,82
17900,498,513,100,107
17950,496,512,100,162
18000,496,512,100,233
18050,501,512,100,302
18100,501,514,100,350
18150,509,514,100,366
18200,509,516,100,347
18250,523,517,100,298
18300,523,518,100,234
18350,511,518,100,169
18400,511,517,100,120
18450,531,516,100,98
18500,531,515,100,106
18550,512,514,100,141
18600,512,514,100,189
18650,515,514,100,235
18700,515,514,100,263
18750,508,515,100,263
18800,517,515,100,237
18850,517,515,100,191
18900,523,515,100,140
18950,523,514,100,99
19000,513,513,100,81
19050,513,512,100,96
19100,515,511,100,143
19150,515,511,100,211
19200,515,511,100,284
19250,515,512,100,341
19300,522,513,100,369
19350,522,515,100,360
19400,512,516,100,320
19450,512,516,100,258
19500,521,516,100,192
19550,521,516,100,135
19600,507,516,100,103
19650,507,515,100,101
19700,516,514,100,128
19750,516,513,100,174
19800,513,513,100,222
19850,513,513,100,258
19900,520,514,100,268
19950,520,514,100,251
20000,513,515,100,210
20050,513,514,100,159
20100,505,514,100,112
20150,505,513,100,85
20200,514,512,100,88
20250,514,511,100,124
20300,514,511,100,187
20350,514,510,100,260
20400,501,511,100,325
20450,501,513,100,365
20500,508,514,100,370
20550,508,515,100,340
20600,507,516,100,284
20650,522,516,100,217
20700,522,516,100,155
20750,523,516,100,112
20800,523,515,100,99
20850,513,513,100,116
20900,513,513,100,156
20950,531,512,100,206
21000,531,513,100,248
21050,509,513,100,269
21100,509,514,100,262
21150,511,514,100,228
21200,511,514,100,179
21250,509,514,100,128
21300,509,513,100,92
21350,503,511,100,83
21400,503,511,100,107
21450,519,510,100,161
21500,519,510,100,233
21550,512,511,100,304
21600,512,512,100,355
21650,516,513,100,373
21700,516,514,100,356
21750,512,515,100,308
21800,512,516,100,243
21850,516,516,100,177
21900,516,516,100,126
21950,508,515,100,100
22000,508,514,100,106
22050,511,513,100,139
22100,511,513,100,187
22150,506,512,100,235
22200,506,513,100,265
22250,513,513,100,269
22300,513,513,100,244
22350,512,514,100,200
22400,512,514,100,148
22450,503,513,100,104
22500,515,512,100,83
22550,515,511,100,94
22600,508,510,100,138
22650,508,510,100,205
22700,508,510,100,278
22750,508,511,100,339
22800,504,512,100,371
22850,504,514,100,368
22900,514,515,100,330
22950,514,516,100,270
23000,516,516,100,203
23050,516,516,100,144
23100,508,515,100,107
23150,508,514,100,100
23200,509,512,100,124
23250,509,512,100,168
23300,505,512,100,218
23350,505,512,100,256
23400,511,513,100,271
23450,511,513,100,257
23500,515,514,100,219
23550,515,514,100,168
23600,498,513,100,119
23650,498,513,100,88
23700,507,511,100,86
23750,507,510,100,117
23800,507,510,100,176
23850,507,510,100,250
23900,505,510,100,318
23950,505,512,100,363
24000,519,513,100,374
24050,519,514,100,349
24100,513,516,100,297
24150,513,516,100,230
24200,528,515,100,165
24250,528,515,100,118
24300,507,514,100,99
24350,507,513,100,111
24400,520,513,100,149
24450,501,512,100,198
24500,501,512,100,243
24550,500,513,100,269
24600,500,513,100,266
24650,500,514,100,237
24700,500,514,100,190
24750,518,513,100,138
24800,518,512,100,98
24850,509,512,100,83
24900,509,510,100,101
24950,500,509,100,150
25000,500,510,100,220
25050,496,510,100,293
25100,496,511,100,349
25150,514,512,100,374
25200,514,514,100,363
25250,525,515,100,320
25300,525,516,100,257
25350,523,516,100,190
25400,523,516,100,134
25450,516,515,100,103
25500,516,514,100,103
25550,505,513,100,131
25600,505,512,100,178
25650,513,512,100,227
25700,513,512,100,262
25750,510,513,100,271
25800,510,514,100,252
25850,517,514,100,210
25900,517,514,100,158
25950,513,513,100,111
26000,513,512,100,85
26050,508,511,100,89
26100,508,510,100,127
26150,521,509,100,190
26200,521,510,100,264
26250,500,511,100,330
26300,500,512,100,369
26350,520,513,100,372
26400,520,514,100,341
26450,511,515,100,285
26500,504,515,100,217
26550,504,515,100,155
26600,517,515,100,112
26650,517,514,100,99
26700,513,513,100,117
26750,513,512,100,158
26800,516,512,100,208
26850,516,512,100,250
26900,508,513,100,271
26950,508,513,100,263
27000,528,514,100,229
27050,528,513,100,180
27100,520,513,100,129
27150,520,512,100,92
27200,499,511,100,83
27250,499,510,100,108
27300,507,510,100,162
27350,507,510,100,235
27400,505,510,100,306
27450,505,511,100,357
27500,510,513,100,375
27550,510,514,100,358
27600,519,515,100,310
27650,519,515,100,245
27700,512,516,100,178
27750,512,515,100,126
27800,522,514,100,101
27850,522,513,100,106
27900,515,512,100,139
27950,515,512,100,188
28000,501,512,100,235
28050,501,512,100,266
28100,513,513,100,270
28150,513,513,100,246
28200,496,514,100,201
28250,496,513,100,149
28300,506,513,100,105
28350,506,512,100,83
28400,515,510,100,94
28450,511,510,100,137
28500,511,509,100,204
28550,514,509,100,278
28600,514,511,100,339
28650,512,512,100,372
28700,512,513,100,369
28750,522,515,100,332
28800,522,515,100,272
28850,513,516,100,204
28900,513,516,100,145
28950,513,515,100,108
29000,513,514,100,100
29050,518,513,100,123
29100,518,512,100,167
29150,503,512,100,217
29200,503,512,100,256
29250,501,513,100,272
29300,501,513,100,259
29350,531,514,100,221
29400,531,514,100,170
29450,523,513,100,120
29500,523,512,100,88
29550,515,511,100,85
29600,515,510,100,116
29650,504,510,100,175
29700,504,510,100,249
29750,493,510,100,317
29800,493,511,100,363
29850,506,513,100,375
29900,506,514,100,351
29950,510,515,100,299
30000,510,516,100,232
30050,516,515,100,167
30100,516,515,100,119
30150,527,514,100,100
30200,527,513,100,111
30250,514,512,100,148
30300,514,512,100,197
30350,514,512,100,243
30400,496,513,100,269
30450,496,513,100,267
30500,509,514,100,239
30550,509,513,100,191
30600,506,513,100,139
30650,506,512,100,99
30700,526,511,100,83
30750,526,510,100,100
30800,527,510,100,148
30850,527,509,100,218
30900,522,510,100,291
30950,522,511,100,348
31000,509,512,100,374
31050,509,513,100,365
31100,500,514,100,322
31150,500,516,100,260
31200,516,515,100,192
31250,516,516,100,136
31300,518,515,100,104
31350,518,513,100,103
31400,510,513,100,130
31450,510,512,100,177
31500,511,512,100,226
31550,511,512,100,261
31600,523,513,100,271
31650,523,513,100,253
31700,509,514,100,212
31750,509,513,100,160
31800,522,513,100,113
31850,522,512,100,85
31900,506,511,100,89
31950,506,510,100,125
32000,525,509,100,188
32050,525,510,100,262
32100,510,510,100,328
32150,510,511,100,368
32200,512,513,100,373
32250,512,514,100,343
32300,514,515,100,287
32350,505,516,100,219
32400,505,516,100,157
32450,517,515,100,113
32500,517,514,100,99
32550,519,513,100,116
32600,519,512,100,156
32650,521,512,100,207
32700,521,512,100,249
32750,516,513,100,271
32800,516,513,100,264
32850,514,513,100,231
32900,514,514,100,182
32950,522,513,100,130
33000,522,512,100,93
33050,511,511,100,83
33100,511,510,100,106
33150,511,509,100,160
33200,511,509,100,232
33250,522,510,100,303
33300,522,511,100,356
33350,524,513,100,375
33400,524,514,100,359
33450,507,515,100,312
33500,507,516,100,247
33550,518,515,100,181
33600,518,515,100,128
33650,519,514,100,101
33700,519,513,100,106
33750,514,512,100,138
33800,514,512,100,186
33850,526,512,100,234
33900,526,512,100,265
33950,513,513,100,270
34000,513,514,100,247
34050,511,514,100,203
34100,511,513,100,150
34150,504,513,100,106
34200,504,512,100,84
34250,514,511,100,93
34300,511,509,100,135
34350,511,509,100,202
34400,502,509,100,276
34450,502,511,100,338
34500,504,512,100,372
34550,504,513,100,370
34600,501,515,100,334
34650,501,515,100,275
34700,514,515,100,207
34750,514,515,100,147
34800,523,515,100,108
34850,523,514,100,100
34900,523,513,100,122
34950,523,512,100,166
35000,507,512,100,216
35050,507,512,100,255
35100,522,513,100,272
35150,522,513,100,260
35200,516,514,100,223
35250,516,513,100,172
35300,523,513,100,122
35350,523,512,100,89
35400,495,511,100,85
35450,495,510,100,114
35500,509,510,100,173
35550,509,509,100,246
35600,522,510,100,315
35650,522,511,100,362
35700,523,512,100,375
35750,523,514,100,352
35800,516,515,100,301
35850,516,516,100,235
35900,505,515,100,169
35950,505,515,100,121
36000,508,514,100,100
36050,508,514,100,110
36100,525,512,100,146
36150,525,512,100,195
36200,524,512,100,241
36250,524,512,100,268
36300,523,513,100,268
36350,516,513,100,240
36400,516,514,100,193
36450,517,514,100,141
36500,517,512,100,100
36550,517,511,100,83
36600,517,510,100,98
36650,508,510,100,146
36700,508,509,100,215
36750,519,510,100,289
36800,519,510,100,346
36850,520,512,100,374
36900,520,514,100,366
36950,523,514,100,325
37000,523,516,100,262
37050,506,516,100,195
37100,506,515,100,138
37150,529,514,100,105
